timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_valid,gnss_lat,gnss_lon,gnss_alt,true_pos_x,true_pos_y,true_pos_z,true_vel_x,true_vel_y,true_vel_z,is_stopped
0.7600,3.08962,-0.07548,9.69540,-0.00273,-0.00048,0.01465,1,28.6138943,77.2090271,216.49,0.9360,0.0000,0.0000,2.3400,0.0000,0.0000,0
0.7800,2.88035,-0.01803,9.57629,0.00070,-0.01150,0.00076,1,28.6138932,77.2090140,215.81,0.9840,0.0000,0.0000,2.4000,0.0000,0.0000,0
0.8000,3.04039,-0.13462,9.60190,-0.00974,0.01403,-0.00530,1,28.6139096,77.2090065,215.71,1.0332,0.0000,0.0000,2.4600,0.0000,0.0000,0
0.8200,2.92241,0.23318,10.03124,-0.00737,-0.00595,0.00773,1,28.6139173,77.2090214,216.55,1.0836,0.0000,0.0000,2.5200,0.0000,0.0000,0
0.8400,3.16326,-0.22800,9.86687,0.00822,0.00048,0.00199,1,28.6138845,77.2090080,214.82,1.1352,0.0000,0.0000,2.5800,0.0000,0.0000,0
0.8600,3.08710,-0.03483,9.93892,-0.00013,-0.00114,0.00056,1,28.6138835,77.2090096,216.34,1.1880,0.0000,0.0000,2.6400,0.0000,0.0000,0
0.8800,2.98526,-0.02547,9.98696,0.00481,-0.00257,0.00500,1,28.6138927,77.2090073,215.47,1.2420,0.0000,0.0000,2.7000,0.0000,0.0000,0
0.9000,3.09640,0.03240,9.91940,0.01875,0.00959,0.00809,1,28.6139181,77.2090085,215.95,1.2972,0.0000,0.0000,2.7600,0.0000,0.0000,0
0.9200,2.85919,-0.11146,9.93690,0.00410,0.00084,-0.00896,1,28.6138756,77.2090037,215.33,1.3536,0.0000,0.0000,2.8200,0.0000,0.0000,0
0.9400,3.22277,-0.04474,9.67535,-0.00177,-0.00089,0.00542,1,28.6139101,77.2090196,215.67,1.4112,0.0000,0.0000,2.8800,0.0000,0.0000,0
0.9600,2.93448,0.04920,9.71673,0.00322,0.00877,-0.01553,1,28.6138909,77.2090294,215.59,1.4700,0.0000,0.0000,2.9400,0.0000,0.0000,0
0.9800,3.06523,-0.12745,9.79818,-0.00098,-0.01705,0.00762,1,28.6138891,77.2090032,216.28,1.5300,0.0000,0.0000,3.0000,0.0000,0.0000,0
1.0000,3.17819,-0.03271,9.92576,-0.00063,-0.00349,-0.00342,1,28.6138884,77.2090192,216.39,1.5912,0.0000,0.0000,3.0600,0.0000,0.0000,0
1.0200,2.96907,-0.03757,9.98541,0.01586,0.00642,0.00851,1,28.6139063,77.2090386,216.48,1.6536,0.0000,0.0000,3.1200,0.0000,0.0000,0
1.0400,3.26166,0.09260,10.04265,-0.00037,-0.00247,-0.00058,1,28.6139056,77.2090232,215.69,1.7172,0.0000,0.0000,3.1800,0.0000,0.0000,0
1.0600,3.01059,-0.17536,10.01170,0.00047,0.00637,0.01101,1,28.6139088,77.2090215,216.25,1.7820,0.0000,0.0000,3.2400,0.0000,0.0000,0
1.0800,3.30541,0.03600,9.74593,0.00146,-0.01238,0.00085,1,28.6139292,77.2090194,217.01,1.8480,0.0000,0.0000,3.3000,0.0000,0.0000,0
1.1000,3.04677,0.05808,9.73020,-0.00611,-0.00274,-0.00473,1,28.6139025,77.2090210,216.62,1.9152,0.0000,0.0000,3.3600,0.0000,0.0000,0
1.1200,3.07877,-0.08153,9.83120,0.00687,-0.02133,0.00743,1,28.6138867,77.2090297,215.71,1.9836,0.0000,0.0000,3.4200,0.0000,0.0000,0
1.1400,2.98795,0.10827,9.88463,-0.01451,-0.00773,0.00973,1,28.6138915,77.2090231,215.55,2.0532,0.0000,0.0000,3.4800,0.0000,0.0000,0
1.1600,2.92851,-0.03098,9.85628,0.00877,-0.00757,0.01151,1,28.6139103,77.2090021,215.64,2.1240,0.0000,0.0000,3.5400,0.0000,0.0000,0
1.1800,3.15532,0.10486,9.93321,0.00416,-0.00991,0.00382,1,28.6138947,77.2090273,216.06,2.1960,0.0000,0.0000,3.6000,0.0000,0.0000,0
1.2000,2.95726,-0.09641,10.05076,-0.00647,-0.00400,0.01685,1,28.6138937,77.2090325,216.02,2.2692,0.0000,0.0000,3.6600,0.0000,0.0000,0
1.2200,3.08183,-0.03148,9.98141,0.00876,-0.00291,0.01563,1,28.6138820,77.2090193,216.01,2.3436,0.0000,0.0000,3.7200,0.0000,0.0000,0
1.2400,2.99067,0.01486,9.94515,0.02062,-0.00464,-0.01103,1,28.6138970,77.2090190,215.44,2.4192,0.0000,0.0000,3.7800,0.0000,0.0000,0
1.2600,3.28621,-0.08910,9.82111,0.01248,-0.01582,-0.00501,1,28.6139007,77.2090267,217.16,2.4960,0.0000,0.0000,3.8400,0.0000,0.0000,0
1.2800,2.81058,-0.02923,9.78324,0.00619,-0.00079,-0.00630,1,28.6139034,77.2090102,215.59,2.5740,0.0000,0.0000,3.9000,0.0000,0.0000,0
1.3000,2.92573,-0.12273,9.70478,0.00568,0.00262,0.00611,1,28.6139023,77.2090366,215.63,2.6532,0.0000,0.0000,3.9600,0.0000,0.0000,0
1.3200,3.07097,0.10457,9.84124,-0.00364,-0.00444,0.00657,1,28.6139028,77.2090302,215.17,2.7336,0.0000,0.0000,4.0200,0.0000,0.0000,0
1.3400,3.09060,-0.18055,9.92819,-0.00013,-0.00394,0.01164,1,28.6139106,77.2090284,216.21,2.8152,0.0000,0.0000,4.0800,0.0000,0.0000,0
1.3600,2.93837,-0.02856,9.83939,-0.01667,-0.00843,0.01100,1,28.6139004,77.2090138,216.70,2.8980,0.0000,0.0000,4.1400,0.0000,0.0000,0
1.3800,2.92475,-0.09067,10.06166,0.01262,-0.00355,0.01583,1,28.6138833,77.2090241,215.32,2.9820,0.0000,0.0000,4.2000,0.0000,0.0000,0
1.4000,3.16150,-0.05991,9.87963,-0.00984,-0.01011,0.00214,1,28.6138882,77.2090494,215.41,3.0672,0.0000,0.0000,4.2600,0.0000,0.0000,0
1.4200,2.98452,0.11520,9.73104,0.00514,-0.01132,0.00880,1,28.6138969,77.2090098,215.89,3.1536,0.0000,0.0000,4.3200,0.0000,0.0000,0
1.4400,3.13809,-0.22757,9.83845,-0.00284,-0.00727,-0.00356,1,28.6138944,77.2090270,215.89,3.2412,0.0000,0.0000,4.3800,0.0000,0.0000,0
1.4600,2.90551,0.09171,9.72175,0.00463,-0.00010,0.01557,1,28.6138949,77.2090336,215.81,3.3300,0.0000,0.0000,4.4400,0.0000,0.0000,0
1.4800,3.05675,-0.25972,9.85988,-0.00065,0.00592,0.00807,1,28.6139019,77.2090269,217.17,3.4200,0.0000,0.0000,4.5000,0.0000,0.0000,0
1.5000,3.02951,0.11790,10.01273,0.01862,-0.00244,0.00628,1,28.6139007,77.2090448,216.21,3.5112,0.0000,0.0000,4.5600,0.0000,0.0000,0
1.5200,3.08192,-0.20923,9.96544,0.00179,-0.00049,-0.00167,1,28.6138903,77.2090364,215.61,3.6036,0.0000,0.0000,4.6200,0.0000,0.0000,0
1.5400,2.99498,-0.10836,9.88702,-0.00167,-0.00535,0.02050,1,28.6139090,77.2090338,216.09,3.6972,0.0000,0.0000,4.6800,0.0000,0.0000,0
1.5600,3.01990,-0.15806,9.97693,-0.00126,-0.00527,0.00648,1,28.6138980,77.2090395,215.47,3.7920,0.0000,0.0000,4.7400,0.0000,0.0000,0
1.5800,3.20930,-0.04961,9.95680,-0.00714,-0.00295,0.02578,1,28.6139224,77.2090434,215.28,3.8880,0.0000,0.0000,4.8000,0.0000,0.0000,0
1.6000,2.94372,0.12174,9.79344,0.00665,-0.00345,0.00364,1,28.6138863,77.2090447,215.52,3.9852,0.0000,0.0000,4.8600,0.0000,0.0000,0
1.6200,3.07010,-0.07207,9.67065,0.00732,0.00568,0.00793,1,28.6139052,77.2090385,216.14,4.0836,0.0000,0.0000,4.9200,0.0000,0.0000,0
1.6400,2.95929,0.11147,9.73064,0.00948,-0.01765,0.00232,1,28.6139136,77.2090493,215.13,4.1832,0.0000,0.0000,4.9800,0.0000,0.0000,0
1.6600,2.89578,-0.26866,9.93592,0.00916,-0.00876,-0.00702,1,28.6138941,77.2090530,216.64,4.2840,0.0000,0.0000,5.0400,0.0000,0.0000,0
1.6800,2.83268,0.04275,10.10809,0.00548,-0.00748,0.00872,1,28.6138944,77.2090507,215.83,4.3860,0.0000,0.0000,5.1000,0.0000,0.0000,0
1.7000,2.84459,-0.15087,9.97873,0.00131,0.00333,0.00776,1,28.6138964,77.2090642,215.62,4.4892,0.0000,0.0000,5.1600,0.0000,0.0000,0
1.7200,3.19479,-0.02077,10.03705,0.01503,-0.01076,-0.00210,1,28.6138950,77.2090397,216.54,4.5936,0.0000,0.0000,5.2200,0.0000,0.0000,0
1.7400,3.02899,-0.06779,10.01313,-0.00154,0.00864,0.00605,1,28.6139045,77.2090550,215.61,4.6992,0.0000,0.0000,5.2800,0.0000,0.0000,0
1.7600,3.17853,0.07269,9.78353,-0.00553,-0.00659,0.00862,1,28.6138980,77.2090534,215.73,4.8060,0.0000,0.0000,5.3400,0.0000,0.0000,0
1.7800,2.81342,0.08530,9.70497,0.01118,-0.02215,-0.00129,1,28.6138990,77.2090441,216.02,4.9140,0.0000,0.0000,5.4000,0.0000,0.0000,0
1.8000,2.97562,-0.19318,9.76234,0.00057,-0.00503,0.00373,1,28.6139043,77.2090441,215.48,5.0232,0.0000,0.0000,5.4600,0.0000,0.0000,0
1.8200,3.02643,0.00555,9.85539,0.00730,0.00008,0.00945,1,28.6138940,77.2090638,216.80,5.1336,0.0000,0.0000,5.5200,0.0000,0.0000,0
1.8400,3.04867,0.01375,9.87953,-0.00046,-0.00903,-0.00326,1,28.6138954,77.2090644,216.04,5.2452,0.0000,0.0000,5.5800,0.0000,0.0000,0
1.8600,2.99825,0.00405,9.95231,0.00467,-0.00259,-0.00112,1,28.6138975,77.2090520,216.77,5.3580,0.0000,0.0000,5.6400,0.0000,0.0000,0
1.8800,3.01955,-0.04734,9.96175,-0.00322,0.00139,0.00650,1,28.6139126,77.2090428,216.12,5.4720,0.0000,0.0000,5.7000,0.0000,0.0000,0
1.9000,3.03828,0.00164,9.94815,-0.00520,-0.00148,-0.00664,1,28.6138957,77.2090690,215.72,5.5872,0.0000,0.0000,5.7600,0.0000,0.0000,0
1.9200,3.02713,0.07737,9.82141,0.00491,-0.02228,-0.00425,1,28.6138951,77.2090728,216.10,5.7036,0.0000,0.0000,5.8200,0.0000,0.0000,0
1.9400,3.12508,-0.16686,9.82134,0.01798,-0.01241,-0.00170,1,28.6138919,77.2090681,215.92,5.8212,0.0000,0.0000,5.8800,0.0000,0.0000,0
1.9600,2.97669,0.18637,9.63910,0.00399,0.01157,-0.00821,1,28.6138990,77.2090669,216.68,5.9400,0.0000,0.0000,5.9400,0.0000,0.0000,0
1.9800,2.98169,-0.17546,9.73286,0.00850,-0.00107,-0.00920,1,28.6138943,77.2090532,216.52,6.0600,0.0000,0.0000,6.0000,0.0000,0.0000,0
2.0000,3.08123,0.04380,9.95861,-0.00302,-0.00809,0.00933,1,28.6139031,77.2090590,215.75,6.1812,0.0000,0.0000,6.0600,0.0000,0.0000,0
2.0200,3.05686,-0.10573,9.80395,0.00630,-0.01127,0.00688,1,28.6139181,77.2090572,215.46,6.3036,0.0000,0.0000,6.1200,0.0000,0.0000,0
2.0400,3.00825,0.09318,9.91189,-0.00826,0.00271,0.00693,1,28.6139094,77.2090674,217.12,6.4272,0.0000,0.0000,6.1800,0.0000,0.0000,0
2.0600,2.88230,0.03500,9.91386,0.00226,-0.00085,0.00004,1,28.6139069,77.2090661,216.69,6.5520,0.0000,0.0000,6.2400,0.0000,0.0000,0
2.0800,3.19745,-0.06514,9.83876,0.01290,-0.01132,-0.01430,1,28.6138972,77.2090532,215.31,6.6780,0.0000,0.0000,6.3000,0.0000,0.0000,0
2.1000,3.05475,0.21103,9.75369,-0.01349,-0.00548,0.00271,1,28.6138898,77.2090642,216.28,6.8052,0.0000,0.0000,6.3600,0.0000,0.0000,0
2.1200,3.11727,-0.19556,9.78514,0.00620,-0.01496,0.01059,1,28.6138960,77.2090569,216.61,6.9336,0.0000,0.0000,6.4200,0.0000,0.0000,0
2.1400,3.14640,0.08891,9.72834,0.00086,0.00192,-0.00885,1,28.6139180,77.2090753,216.53,7.0632,0.0000,0.0000,6.4800,0.0000,0.0000,0
2.1600,3.06819,-0.18029,9.97463,0.00061,0.01034,-0.00383,1,28.6139021,77.2090940,216.62,7.1940,0.0000,0.0000,6.5400,0.0000,0.0000,0
2.1800,3.11682,0.11178,9.84494,0.00342,0.00670,0.00241,1,28.6139116,77.2090662,216.33,7.3260,0.0000,0.0000,6.6000,0.0000,0.0000,0
2.2000,2.83411,-0.12849,9.89858,-0.00074,-0.00365,-0.00865,1,28.6138969,77.2090716,216.16,7.4592,0.0000,0.0000,6.6600,0.0000,0.0000,0
2.2200,3.01207,0.07286,9.92341,-0.01852,0.00328,0.00718,1,28.6138997,77.2090869,216.54,7.5936,0.0000,0.0000,6.7200,0.0000,0.0000,0
2.2400,2.86502,-0.15783,9.96769,0.00479,0.01606,0.00836,1,28.6138969,77.2090784,215.66,7.7292,0.0000,0.0000,6.7800,0.0000,0.0000,0
2.2600,3.18889,-0.06584,9.87782,0.00700,0.00701,0.00083,1,28.6139088,77.2090978,215.17,7.8660,0.0000,0.0000,6.8400,0.0000,0.0000,0
2.2800,2.90385,-0.00403,9.81133,0.01399,-0.00667,0.00160,1,28.6139058,77.2090881,216.00,8.0040,0.0000,0.0000,6.9000,0.0000,0.0000,0
2.3000,3.13566,-0.14674,9.81869,-0.01601,-0.00961,-0.00126,1,28.6139010,77.2090811,215.74,8.1432,0.0000,0.0000,6.9600,0.0000,0.0000,0
2.3200,2.82453,0.00914,9.72563,0.00039,0.00590,0.00304,1,28.6138964,77.2091145,216.07,8.2836,0.0000,0.0000,7.0200,0.0000,0.0000,0
2.3400,2.94249,-0.15361,9.97043,-0.00581,-0.01028,0.00947,1,28.6139050,77.2090925,216.25,8.4252,0.0000,0.0000,7.0800,0.0000,0.0000,0
2.3600,3.08009,0.12696,9.95688,0.00761,-0.01128,0.00490,1,28.6139065,77.2091037,216.15,8.5680,0.0000,0.0000,7.1400,0.0000,0.0000,0
2.3800,2.93068,-0.20376,9.84945,0.00749,-0.00581,-0.00318,1,28.6139074,77.2090667,216.52,8.7120,0.0000,0.0000,7.2000,0.0000,0.0000,0
2.4000,3.14643,0.09732,9.74473,-0.00997,-0.01038,0.01669,1,28.6139038,77.2090892,216.54,8.8572,0.0000,0.0000,7.2600,0.0000,0.0000,0
2.4200,2.94284,0.03892,9.75040,-0.00696,0.00058,0.00547,1,28.6138873,77.2090733,216.15,9.0036,0.0000,0.0000,7.3200,0.0000,0.0000,0
2.4400,3.19248,-0.09611,9.78644,0.00326,0.00322,0.01146,1,28.6138956,77.2091008,215.16,9.1512,0.0000,0.0000,7.3800,0.0000,0.0000,0
2.4600,2.82826,-0.12231,9.81703,0.01150,-0.01116,-0.00988,1,28.6139002,77.2090904,215.69,9.3000,0.0000,0.0000,7.4400,0.0000,0.0000,0
2.4800,3.09210,-0.06711,9.91831,0.00613,-0.00597,-0.00215,1,28.6139038,77.2091125,215.59,9.4500,0.0000,0.0000,7.5000,0.0000,0.0000,0
2.5000,3.04092,0.06606,9.77544,0.01839,0.01128,0.01409,1,28.6138910,77.2090933,215.57,9.6012,0.0000,0.0000,7.5600,0.0000,0.0000,0
2.5200,2.92216,-0.07317,9.98997,0.00554,0.00700,0.01008,1,28.6138939,77.2090970,216.35,9.7536,0.0000,0.0000,7.6200,0.0000,0.0000,0
2.5400,3.18135,0.10843,10.00368,-0.01227,-0.00233,0.00055,1,28.6139073,77.2090981,214.82,9.9072,0.0000,0.0000,7.6800,0.0000,0.0000,0
2.5600,2.82903,0.05345,10.08743,0.01287,-0.00096,0.01581,1,28.6139059,77.2090922,217.09,10.0620,0.0000,0.0000,7.7400,0.0000,0.0000,0
2.5800,3.16073,-0.00624,9.78421,0.00518,-0.00252,-0.00542,1,28.6139068,77.2091049,216.04,10.2180,0.0000,0.0000,7.8000,0.0000,0.0000,0
2.6000,2.92178,0.00070,9.92992,0.00915,-0.00291,0.00699,1,28.6138934,77.2091096,216.28,10.3752,0.0000,0.0000,7.8600,0.0000,0.0000,0
2.6200,3.13600,-0.12272,9.65218,0.00079,-0.00897,-0.00500,1,28.6139089,77.2091152,216.05,10.5336,0.0000,0.0000,7.9200,0.0000,0.0000,0
2.6400,3.02309,0.10646,9.61239,0.00102,0.00497,0.01347,1,28.6139006,77.2091198,216.70,10.6932,0.0000,0.0000,7.9800,0.0000,0.0000,0
2.6600,3.13711,-0.14594,9.75920,-0.00667,-0.00024,0.00803,1,28.6139150,77.2091010,215.82,10.8540,0.0000,0.0000,8.0400,0.0000,0.0000,0
2.6800,3.17283,0.17423,9.90388,-0.00795,-0.00555,0.00674,1,28.6139143,77.2091111,215.73,11.0160,0.0000,0.0000,8.1000,0.0000,0.0000,0
2.7000,2.95330,-0.17331,9.99101,-0.00203,-0.00802,0.00749,1,28.6138982,77.2091321,215.68,11.1792,0.0000,0.0000,8.1600,0.0000,0.0000,0
2.7200,3.10916,0.05383,9.98709,-0.00712,-0.00685,0.01650,1,28.6138929,77.2091323,216.09,11.3436,0.0000,0.0000,8.2200,0.0000,0.0000,0
2.7400,2.82916,-0.22182,9.75188,0.00223,-0.00275,0.00406,1,28.6138937,77.2091098,215.46,11.5092,0.0000,0.0000,8.2800,0.0000,0.0000,0
2.7600,3.25501,-0.26631,9.84415,0.01449,-0.01202,0.00196,1,28.6138947,77.2091133,215.72,11.6760,0.0000,0.0000,8.3400,0.0000,0.0000,0
2.7800,2.87845,-0.03725,9.72197,0.01342,0.01170,0.00231,1,28.6139087,77.2091206,215.85,11.8440,0.0000,0.0000,8.4000,0.0000,0.0000,0
2.8000,3.26294,-0.12424,9.88282,0.00125,-0.00195,0.00792,1,28.6139107,77.2091412,215.89,12.0132,0.0000,0.0000,8.4600,0.0000,0.0000,0
2.8200,3.26447,0.15433,9.74226,0.00975,-0.00589,0.00108,1,28.6139163,77.2091059,215.20,12.1836,0.0000,0.0000,8.5200,0.0000,0.0000,0
2.8400,3.09765,-0.14657,9.90878,0.00211,-0.00031,0.00840,1,28.6139012,77.2091241,215.70,12.3552,0.0000,0.0000,8.5800,0.0000,0.0000,0
2.8600,2.94285,0.12848,9.87941,-0.00954,-0.00347,0.00567,1,28.6139095,77.2091313,216.87,12.5280,0.0000,0.0000,8.6400,0.0000,0.0000,0
2.8800,2.89206,-0.04001,9.86715,-0.00126,-0.00768,0.00463,1,28.6139091,77.2091363,216.23,12.7020,0.0000,0.0000,8.7000,0.0000,0.0000,0
2.9000,3.17644,-0.07355,9.98513,0.00250,-0.01814,-0.01067,1,28.6139014,77.2091331,215.95,12.8772,0.0000,0.0000,8.7600,0.0000,0.0000,0
2.9200,2.91925,-0.04014,9.83334,0.00178,-0.00120,0.01258,1,28.6138951,77.2091171,215.59,13.0536,0.0000,0.0000,8.8200,0.0000,0.0000,0
2.9400,3.05969,-0.17485,9.67672,0.00431,0.00696,0.00155,1,28.6139041,77.2091314,215.90,13.2312,0.0000,0.0000,8.8800,0.0000,0.0000,0
2.9600,2.75772,-0.07884,9.67024,-0.00246,-0.00627,0.00531,1,28.6138909,77.2091175,215.79,13.4100,0.0000,0.0000,8.9400,0.0000,0.0000,0
2.9800,3.05924,-0.05763,9.72042,-0.00490,0.00083,-0.00729,1,28.6139019,77.2091614,216.62,13.5900,0.0000,0.0000,9.0000,0.0000,0.0000,0
3.0000,3.07118,0.09820,9.84485,0.01471,-0.00798,0.02148,1,28.6138972,77.2091315,215.97,13.7712,0.0000,0.0000,9.0600,0.0000,0.0000,0
3.0200,2.97779,-0.24373,9.94439,-0.00661,-0.00901,0.00818,1,28.6138997,77.2091362,214.80,13.9536,0.0000,0.0000,9.1200,0.0000,0.0000,0
3.0400,3.16659,0.00770,10.05541,0.01126,0.00849,0.00924,1,28.6138891,77.2091414,215.97,14.1372,0.0000,0.0000,9.1800,0.0000,0.0000,0
3.0600,3.04050,-0.23156,9.92368,-0.00494,-0.00205,0.00043,1,28.6138907,77.2091407,215.85,14.3220,0.0000,0.0000,9.2400,0.0000,0.0000,0
3.0800,3.14647,0.12811,9.85811,0.00531,-0.00486,0.00561,1,28.6139118,77.2091511,215.26,14.5080,0.0000,0.0000,9.3000,0.0000,0.0000,0
3.1000,2.92635,0.04295,9.87934,0.01518,-0.00052,0.00972,1,28.6139029,77.2091485,216.56,14.6952,0.0000,0.0000,9.3600,0.0000,0.0000,0
3.1200,3.04039,-0.11352,9.81400,0.00893,-0.00131,0.01209,1,28.6139070,77.2091450,216.55,14.8836,0.0000,0.0000,9.4200,0.0000,0.0000,0
3.1400,3.02145,0.17118,9.77848,-0.00085,-0.00031,-0.01844,1,28.6138938,77.2091487,216.02,15.0732,0.0000,0.0000,9.4800,0.0000,0.0000,0
